employee_id,full_name,email,department,title,hire_date,term_date,employment_type,status
E00979,Melissa Vaughan,melissa.vaughan@meridian-energy.com,Field Services,"Buyer, industrial",2022-12-23,,FTE,active
E00708,Paul Bentley,paul.bentley@meridian-energy.com,OPERATIONS,"Surveyor, rural practice",2012-02-27,,FTE,active
E00799,Jessica Graves,jessica.graves@meridian-energy.com,Field Services,Housing manager/officer,2016-02-23,,Contractor,active
E00428,Jay Webb,jay.webb@meridian-energy.com,Operations,Interior and spatial designer,2026-03-23,,FTE,active
E00034,Molly Stewart,molly.stewart@meridian-energy.com,Operations,"Engineer, manufacturing",2022-07-08,,FTE,active
E00783,Vicki Chavez,vicki.chavez@meridian-energy.com,Customer Care,Ambulance person,2021-12-13,,FTE,active
E00501,Todd Cole,todd.cole@meridian-energy.com,Finance & Accounting,Learning mentor,2018-02-03,,FTE,active
E00272,Charles Davenport,charles.davenport@meridian-energy.com,Field Services,Operational researcher,2024-12-05,,FTE,active
E00266,Karen Miranda,karen.miranda@meridian-energy.com,Customer Care,"Social research officer, government",2015-03-04,,FTE,active
E01181,James Cook,james.cook@meridian-energy.com,OPERATIONS,Metallurgist,2017-12-26,,FTE,active
E00625,Christopher Collins,christopher.collins@meridian-energy.com,Field Services,Illustrator,2017-02-16,,Contractor,active
E00416,Robert Miranda,robert.miranda@meridian-energy.com,Engineering,Theatre manager,2023-11-06,,FTE,active
E00474,Melissa Johnson,melissa.johnson@meridian-energy.com,Customer Care,"Lecturer, higher education",2025-11-17,,Contractor,active
E01006,Melissa Thornton,melissa.thornton@meridian-energy.com,Operations,Licensed conveyancer,2017-10-24,,FTE,active
E00303,Timothy Perez,timothy.perez@meridian-energy.com,Operations,"Psychologist, counselling",2024-07-24,,FTE,active
E00302,Ruth Johnson,ruth.johnson@meridian-energy.com,Engineering,Academic librarian,2015-01-13,,FTE,active
E00544,Jonathan Smith,jonathan.smith@meridian-energy.com,Marketing,Commercial art gallery manager,2021-10-03,,FTE,active
E00704,Denise Price,denise.price@meridian-energy.com,Procurement,"Accountant, chartered certified",2023-04-11,,FTE,active
E00547,Cassandra Anderson,cassandra.anderson@meridian-energy.com, Customer Care ,"Conservation officer, nature",2016-08-22,,FTE,active
E00634,Sharon Khan,sharon.khan@meridian-energy.com,Operations,"Scientist, research (physical sciences)",2013-03-16,,FTE,active
E00331,Christopher Burns,christopher.burns@meridian-energy.com,Engineering,"Engineer, chemical",2024-04-25,,FTE,active
E00681,Christopher Patel,christopher.patel@meridian-energy.com,Engineering,"Psychotherapist, child",2024-11-27,,FTE,on_leave
E00440,Bridget Henry,bridget.henry@meridian-energy.com,Information Technology,"Psychotherapist, child",2015-05-27,,FTE,active
E00352,William Webb,william.webb@meridian-energy.com,finance & accounting,Theatre stage manager,2016-05-22,,FTE,active
E00230,Evan Henderson,evan.henderson@meridian-energy.com,Field Services,Public house manager,2016-06-04,,Contractor,active
E00191,Ashley Lozano,ashley.lozano@meridian-energy.com,Engineering,"Surveyor, mining",2020-10-12,,FTE,active
E00534,Dale Castillo,dale.castillo@meridian-energy.com,Sales & Key Accounts,"Engineer, mining",2023-08-27,,FTE,active
E00375,Sophia Hood,sophia.hood@meridian-energy.com,Customer Care,Database administrator,2016-07-05,,Contractor,active
E01177,Jonathan Mccarty,jonathan.mccarty@meridian-energy.com,Operations,Publishing rights manager,2018-12-29,,FTE,active
E00493,Julie Peterson,julie.peterson@meridian-energy.com,Field Services,"Teacher, English as a foreign language",2023-04-08,,FTE,active
E00008,Dwayne Cortez,dwayne.cortez@meridian-energy.com,Engineering,IT sales professional,2019-11-11,,FTE,active
E00420,Corey Grant,corey.grant@meridian-energy.com,Legal & Compliance,Biomedical engineer,2022-10-20,,FTE,active
E01188,Debra Sanchez,debra.sanchez@meridian-energy.com,Operations,Medical illustrator,2018-10-10,,FTE,active
E01068,Jennifer Jones,jennifer.jones@meridian-energy.com,Operations,Industrial buyer,2013-03-10,,FTE,active
E00316,Darryl Watkins,darryl.watkins@meridian-energy.com,Information Technology,Exhibition designer,2022-02-03,,FTE,active
E00928,Jesse Taylor,jesse.taylor@meridian-energy.com,Field Services,Chief Marketing Officer,2018-02-14,,Contractor,active
E00083,Chad Richardson,chad.richardson@meridian-energy.com,Field Services,Health and safety adviser,2022-04-23,,Contractor,active
E00822,Teresa Johnson,teresa.johnson@meridian-energy.com,Operations,Production manager,2020-11-22,,FTE,active
E00318,Michael Franklin,michael.franklin@meridian-energy.com,Engineering,Neurosurgeon,2017-12-05,,FTE,active
E00648,Ryan York,ryan.york@meridian-energy.com,Operations,Armed forces technical officer,2019-08-08,,FTE,active
E00080,Suzanne Pham,suzanne.pham@meridian-energy.com,Operations,Sports therapist,2017-08-25,,FTE,active
E01043,Alex Clements,alex.clements@meridian-energy.com,Operations,Agricultural engineer,2014-07-07,,FTE,active
E00186,Hannah Santiago,hannah.santiago@meridian-energy.com,Field Services,Theatre stage manager,2012-10-04,,FTE,active
E00999,Matthew Briggs,matthew.briggs@meridian-energy.com,Operations,Bookseller,2016-07-13,,FTE,active
E01182,Robert James,robert.james@meridian-energy.com,Operations,"Psychologist, prison and probation servi",2023-03-05,,FTE,active
E01108,Benjamin Becker,benjamin.becker@meridian-energy.com,CUSTOMER CARE,"Chemist, analytical",2022-08-27,,FTE,active
E00173,Christopher Thompson,christopher.thompson@meridian-energy.com,Operations,"Surveyor, mining",2023-11-19,,FTE,active
E01127,Michelle Cole,michelle.cole@meridian-energy.com,Engineering,"Physicist, medical",2025-07-12,,FTE,active
E00817,Lindsay Miller,lindsay.miller@meridian-energy.com,Finance & Accounting,Retail merchandiser,2022-01-22,,FTE,active
E00583,Linda Singleton,linda.singleton@meridian-energy.com,Operations,Actuary,2021-06-08,2026-11-22,FTE,terminated
E00291,Jason Ellis,jason.ellis@meridian-energy.com,Engineering,Commercial/residential surveyor,2024-01-21,,Contractor,active
E01130,Sarah Tate,sarah.tate@meridian-energy.com,Field Services,"Teacher, adult education",2020-05-10,,FTE,active
E00405,Phillip Johnson,phillip.johnson@meridian-energy.com,Marketing,Research scientist (physical sciences),2026-07-16,,FTE,active
E00857,William Brown,william.brown@meridian-energy.com,Engineering,Photographer,2020-07-12,,FTE,active
E01100,Dalton Johnson,dalton.johnson@meridian-energy.com,Field Services,"Engineer, manufacturing systems",2012-06-01,,FTE,active
E00434,Chad Aguirre,chad.aguirre@meridian-energy.com,Operations,"Scientist, marine",2015-10-09,,FTE,active
E00661,Lindsey Davidson,lindsey.davidson@meridian-energy.com,Engineering,"Nurse, learning disability",2017-01-04,,FTE,active
E00885,Daniel Weber,daniel.weber@meridian-energy.com,Operations,Barista,2023-03-21,,FTE,active
E00020,James King,james.king@meridian-energy.com,Operations,"Scientist, physiological",2015-10-30,,FTE,active
E00678,Lacey Rivera,lacey.rivera@meridian-energy.com,Operations,Administrator,2016-11-03,,FTE,active
E00404,Amanda Fields,amanda.fields@meridian-energy.com,Operations,Pharmacologist,2012-05-22,,FTE,active
E00845,Mary Hart,mary.hart@meridian-energy.com,Finance & Accounting,"Designer, interior/spatial",2015-10-23,,FTE,active
E00880,Melanie Marshall,melanie.marshall@meridian-energy.com,Operations,"Presenter, broadcasting",2020-08-31,,FTE,active
E00659,Andrew Wilson,andrew.wilson@meridian-energy.com,Human Resources,"Surveyor, quantity",2014-12-29,,FTE,active
E00097,Kristin Glover,kristin.glover@meridian-energy.com,Engineering,"Designer, fashion/clothing",2020-06-30,,FTE,active
E01033,Michael Shea,michael.shea@meridian-energy.com,Sales & Key Accounts,"Engineer, building services",2026-05-16,,FTE,active
E00044,Russell Navarro,russell.navarro@meridian-energy.com,Legal & Compliance,Seismic interpreter,2021-11-05,,FTE,active
E00414,Brandon Jones,brandon.jones@meridian-energy.com,Finance & Accounting,Pharmacologist,2013-10-13,,FTE,active
E00122,Charles King,charles.king@meridian-energy.com,Operations,Cabin crew,2025-09-21,,FTE,active
E01059,Richard Morales,richard.morales@meridian-energy.com,Customer Care,Accommodation manager,2023-04-07,,FTE,active
E01024,Linda Griffin,linda.griffin@meridian-energy.com,Human Resources,"Runner, broadcasting/film/video",2012-05-19,,FTE,active
E01049,George Stein,george.stein@meridian-energy.com,Operations,Immigration officer,2018-05-17,,FTE,active
E01048,Suzanne Williams,suzanne.williams@meridian-energy.com,Procurement,"Scientist, forensic",2021-11-22,,FTE,active
E01064,Lindsey Sweeney,lindsey.sweeney@meridian-energy.com,Field Services,Optometrist,2018-08-06,,FTE,active
E00672,Patricia Russell,patricia.russell@meridian-energy.com,Operations,Medical sales representative,2017-05-11,,FTE,active
E00791,Paul Garcia,paul.garcia@meridian-energy.com,Engineering,"Journalist, magazine",2013-09-01,,FTE,active
E01092,George Lopez,george.lopez@meridian-energy.com,Engineering,"Scientist, research (physical sciences)",2015-04-14,,FTE,active
E00067,Rita Odom,rita.odom@meridian-energy.com,Sales & Key Accounts,Community education officer,2015-04-22,,FTE,active
E00307,Tyler Fields,tyler.fields@meridian-energy.com,Finance & Accounting,"Geologist, wellsite",2021-04-19,,FTE,active
E01014,Elizabeth Johnson,elizabeth.johnson@meridian-energy.com,Operations,Materials engineer,2025-07-03,,FTE,active
E00803,Helen Jennings,helen.jennings@meridian-energy.com,procurement,"Surveyor, hydrographic",2020-01-26,,FTE,active
E00842,Taylor Vargas,taylor.vargas@meridian-energy.com,Operations,Logistics and distribution manager,2016-12-01,,FTE,active
E00295,Joseph Kramer,joseph.kramer@meridian-energy.com,Engineering,"Scientist, forensic",2018-06-18,,FTE,active
E01042,Jeffrey Smith,jeffrey.smith@meridian-energy.com, Customer Care ,"Engineer, broadcasting (operations)",2018-10-16,,FTE,active
E00922,Brian Wolfe,brian.wolfe@meridian-energy.com,Engineering,Airline pilot,2014-03-21,,FTE,active
E00882,Sierra Hudson,sierra.hudson@meridian-energy.com,Operations,"Engineer, petroleum",2020-02-25,,FTE,active
E00269,Justin Rocha,justin.rocha@meridian-energy.com,Customer Care,IT sales professional,2016-04-02,,FTE,active
E00317,Erin Ferguson,erin.ferguson@meridian-energy.com,Field Services,"Engineer, materials",2019-03-09,,FTE,active
E00637,Brian Villarreal,brian.villarreal@meridian-energy.com,Field Services,Firefighter,2018-08-20,,FTE,active
E00653,Brandy Andrews,brandy.andrews@meridian-energy.com,Customer Care,"Designer, blown glass/stained glass",2012-09-08,,FTE,active
E00771,Thomas Wood,thomas.wood@meridian-energy.com,Customer Care,Data processing manager,2015-10-06,,FTE,active
E00333,Lawrence Coleman,lawrence.coleman@meridian-energy.com,Marketing,Transport planner,2018-01-25,,FTE,active
E00732,Christopher Smith,christopher.smith@meridian-energy.com,Operations,Associate Professor,2022-05-18,,FTE,active
E00675,Amy Rodriguez,amy.rodriguez@meridian-energy.com,Operations,"Production designer, theatre/television/",2016-08-29,,FTE,active
E00761,Christine Smith,christine.smith@meridian-energy.com,Operations,Exhibition designer,2022-03-19,,FTE,active
E00463,Susan Walton,susan.walton@meridian-energy.com,Field Services,"Editor, commissioning",2020-11-07,2026-11-13,FTE,terminated
E00795,Daniel Morris,daniel.morris@meridian-energy.com,Sales & Key Accounts,Probation officer,2017-09-16,,FTE,active
E00260,Phillip Ryan,phillip.ryan@meridian-energy.com,Operations,"Designer, fashion/clothing",2014-02-15,,FTE,active
E01056,Brian Gregory,brian.gregory@meridian-energy.com,Information Technology,Nutritional therapist,2018-04-07,,FTE,active
E00776,Shawna James,shawna.james@meridian-energy.com,Operations,Toxicologist,2026-05-20,,FTE,active
E00325,Paul Daugherty,paul.daugherty@meridian-energy.com,Procurement,Health visitor,2023-03-23,,FTE,active
E00933,Kevin Acosta,kevin.acosta@meridian-energy.com,Engineering,Hydrogeologist,2013-11-11,,FTE,active
E01115,Joseph Harris,joseph.harris@meridian-energy.com,Engineering,Public relations officer,2014-10-06,,FTE,active
E00033,Patricia Blankenship,patricia.blankenship@meridian-energy.com,Operations,Prison officer,2015-12-17,,FTE,active
E00390,Joseph Brown,joseph.brown@meridian-energy.com,Field Services,Retail manager,2014-04-26,,FTE,active
E00358,Joseph Silva,joseph.silva@meridian-energy.com,Customer Care,Aeronautical engineer,2012-01-22,2026-10-17,FTE,terminated
E00594,Allison Wilson,allison.wilson@meridian-energy.com,Customer Care,"Surveyor, commercial/residential",2025-04-16,,Contractor,active
E00765,Samantha Tran,samantha.tran@meridian-energy.com, Customer Care ,Field trials officer,2021-04-09,,FTE,active
E00081,Jill Morris,jill.morris@meridian-energy.com,Operations,Water engineer,2015-10-31,,FTE,active
E00937,Edwin Galvan,edwin.galvan@meridian-energy.com,Sales & Key Accounts,"Engineer, aeronautical",2012-06-24,,FTE,active
E00686,Brian Shah,brian.shah@meridian-energy.com,Operations,"Development worker, international aid",2014-12-16,,FTE,active
E00569,Stacy Singh,stacy.singh@meridian-energy.com,Finance & Accounting,"Scientist, marine",2023-06-12,,FTE,active
E00508,Blake Walsh,blake.walsh@meridian-energy.com,Information Technology,Art gallery manager,2014-06-19,,FTE,active
E00051,Jamie Wyatt,jamie.wyatt@meridian-energy.com,Customer Care,"Accountant, chartered management",2024-02-06,,FTE,active
E00835,Veronica Patterson,veronica.patterson@meridian-energy.com,Operations,"Surveyor, commercial/residential",2012-02-10,,FTE,active
E00418,Christopher Reyes,christopher.reyes@meridian-energy.com,field services,Lawyer,2012-02-09,,Contractor,active
E00574,Dawn Nelson,dawn.nelson@meridian-energy.com,Procurement,Research scientist (life sciences),2012-01-24,,FTE,active
E00824,Jane Miller,jane.miller@meridian-energy.com,Information Technology,Chief of Staff,2019-09-27,,FTE,active
E00983,David Blackwell,david.blackwell@meridian-energy.com,Finance & Accounting,Corporate treasurer,2015-04-30,,FTE,active
E00287,Ian Morris,ian.morris@meridian-energy.com,Operations,Retail merchandiser,2026-05-21,,FTE,active
E00108,Matthew Brown,matthew.brown@meridian-energy.com,Engineering,"Investment banker, corporate",2026-01-10,,Contractor,active
E01087,Kimberly Miller,kimberly.miller@meridian-energy.com,Information Technology,Theatre manager,2025-12-17,,FTE,active
E00115,Timothy Dunn,timothy.dunn@meridian-energy.com,Operations,Clinical embryologist,2018-10-23,,FTE,active
E00898,Ashley Cruz,ashley.cruz@meridian-energy.com,Operations,Computer games developer,2013-12-10,,FTE,active
E00128,Pamela Flores,pamela.flores@meridian-energy.com,Operations,"Secretary, company",2024-09-17,,FTE,active
E00347,Michael Smith,michael.smith@meridian-energy.com,Customer Care,Restaurant manager,2014-01-21,,FTE,active
E00187,Richard Trevino,richard.trevino@meridian-energy.com,Operations,"Accountant, chartered management",2015-06-04,,FTE,active
E01194,Allen Atkinson,allen.atkinson@meridian-energy.com,Operations,"Nurse, adult",2018-01-16,,FTE,active
E00530,Kristen Hudson,kristen.hudson@meridian-energy.com,Operations,Actor,2024-03-18,,FTE,active
E00217,Michael Barnes,michael.barnes@meridian-energy.com,Finance & Accounting,Controller,2012-01-13,,FTE,active
E00862,Jorge Wall,jorge.wall@meridian-energy.com,Engineering,Special educational needs teacher,2020-11-07,,FTE,active
E01178,Stephanie Haynes,stephanie.haynes@meridian-energy.com,Customer Care,Sub,2018-06-03,,FTE,active
E00896,John Wood,john.wood@meridian-energy.com,Executive,Community pharmacist,2022-09-07,2026-09-07,FTE,terminated
E01010,Kathleen Conley,kathleen.conley@meridian-energy.com,Information Technology,Civil Service administrator,2022-07-08,,FTE,active
E00074,Monica Salazar,monica.salazar@meridian-energy.com,Field Services,"Production assistant, radio",2023-01-13,,FTE,active
E00458,William Howell,william.howell@meridian-energy.com,Field Services,Personal assistant,2016-06-27,,FTE,active
E00524,Ronald Pacheco,ronald.pacheco@meridian-energy.com,Customer Care,Information officer,2026-08-20,,FTE,active
E00533,Ashley Fields,ashley.fields@meridian-energy.com,Operations,"Administrator, Civil Service",2013-03-09,,FTE,active
E00735,John Moore,john.moore@meridian-energy.com,Field Services,"Programmer, systems",2013-07-18,,FTE,active
E00188,Tiffany Arnold,tiffany.arnold@meridian-energy.com,Engineering,"Surveyor, insurance",2018-12-23,,FTE,active
E00998,Daniel DDS,daniel.dds@meridian-energy.com,Operations,"Engineer, structural",2022-09-11,,FTE,active
E00399,Alyssa Sloan,alyssa.sloan@meridian-energy.com,Field Services,"Buyer, industrial",2026-08-26,,FTE,active
E00608,Michael Davis,michael.davis@meridian-energy.com,Operations,"Education officer, environmental",2013-12-04,,FTE,active
E00854,Timothy Bowman,timothy.bowman@meridian-energy.com,Information Technology,Health service manager,2016-08-05,,FTE,active
E01123,Taylor Moreno,taylor.moreno@meridian-energy.com,Engineering,Medical illustrator,2017-09-20,,FTE,active
E00408,Zachary Torres,zachary.torres@meridian-energy.com,Field Services,"Geneticist, molecular",2022-05-23,,Contractor,active
E00724,Allen Smith,allen.smith@meridian-energy.com,Operations,Sport and exercise psychologist,2013-04-11,,FTE,active
E01037,Carly Flynn,carly.flynn@meridian-energy.com,Operations,Arts development officer,2014-10-21,,FTE,active
E00182,Brian James,brian.james@meridian-energy.com,Customer Care,"Development worker, international aid",2026-08-16,,FTE,active
E00639,Joseph Gilmore,joseph.gilmore@meridian-energy.com,Operations,Television/film/video producer,2025-09-21,,FTE,active
E00278,Robert Adams,robert.adams@meridian-energy.com,Operations,Community development worker,2020-10-29,,FTE,active
E00797,Darryl Lewis,darryl.lewis@meridian-energy.com,Operations,Ecologist,2019-08-27,,FTE,active
E00801,Carla Walters,carla.walters@meridian-energy.com,Human Resources,Community development worker,2012-09-15,,FTE,active
E01011,Elizabeth Ingram,elizabeth.ingram@meridian-energy.com,Operations,"Solicitor, Scotland",2014-12-05,,FTE,active
E00127,David Deleon,david.deleon@meridian-energy.com, Operations ,IT sales professional,2015-12-14,,FTE,active
E00233,William White,william.white@meridian-energy.com,Operations,Camera operator,2026-06-25,,FTE,active
E00684,Brian Hansen,brian.hansen@meridian-energy.com,Information Technology,"Accountant, chartered certified",2021-11-20,,FTE,active
E01017,Ronald Stephens,ronald.stephens@meridian-energy.com,Sales & Key Accounts,Operational investment banker,2024-02-24,,FTE,active
E00270,Scott Gallegos,scott.gallegos@meridian-energy.com,Field Services,Ambulance person,2012-05-27,,FTE,active
E00701,Denise Tran,denise.tran@meridian-energy.com, Finance & Accounting ,Police officer,2022-09-14,,FTE,active
E00268,Samantha Phillips,samantha.phillips@meridian-energy.com,Field Services,Commercial art gallery manager,2023-09-23,,FTE,active
E01002,Eric DDS,eric.dds@meridian-energy.com,Operations,Diagnostic radiographer,2023-08-30,,FTE,active
E00927,Michelle Graves,michelle.graves@meridian-energy.com,field services,Retail manager,2016-06-01,,FTE,active
E00923,Amanda Andrews,amanda.andrews@meridian-energy.com,Operations,Exercise physiologist,2012-12-17,2026-10-17,FTE,terminated
E00714,Bonnie Chase,bonnie.chase@meridian-energy.com,Customer Care,Architectural technologist,2024-12-22,,FTE,active
E00335,Brittany Harrington,brittany.harrington@meridian-energy.com,Engineering,"Engineer, production",2013-11-05,,FTE,active
E00084,Reginald Turner,reginald.turner@meridian-energy.com,Finance & Accounting,"Surveyor, building",2024-10-17,,FTE,active
E00984,Kristin Hart,kristin.hart@meridian-energy.com,Field Services,Veterinary surgeon,2013-01-02,,FTE,active
E00281,Kim Vargas,kim.vargas@meridian-energy.com,Sales & Key Accounts,Mudlogger,2025-12-24,,FTE,active
E00787,Mark Pollard,mark.pollard@meridian-energy.com,Field Services,"Conservation officer, nature",2023-11-24,,FTE,active
E01144,Kayla Thompson,kayla.thompson@meridian-energy.com,Operations,Fisheries officer,2019-01-02,,FTE,active
E00042,Kaitlyn Hall,kaitlyn.hall@meridian-energy.com,Operations,"Producer, radio",2014-06-26,,FTE,active
E00806,Ethan Schmidt,ethan.schmidt@meridian-energy.com,Sales & Key Accounts,Special educational needs teacher,2026-07-31,,FTE,active
E00065,Jason Miller,jason.miller@meridian-energy.com,Operations,Health physicist,2017-07-27,,FTE,active
E00315,Jamie Chen,jamie.chen@meridian-energy.com,Operations,Customer service manager,2023-11-28,,FTE,active
E00423,Donald Torres,donald.torres@meridian-energy.com,Information Technology,Fitness centre manager,2020-08-29,,FTE,active
E00429,Edward Brown,edward.brown@meridian-energy.com,OPERATIONS,Osteopath,2015-11-05,,FTE,active
E00706,Ronald Mccarthy,ronald.mccarthy@meridian-energy.com,Operations,Armed forces training and education offi,2017-02-05,,FTE,active
E00827,Holly Gibson,holly.gibson@meridian-energy.com,Customer Care,Artist,2015-03-01,,FTE,active
E00311,Madison MD,madison.md@meridian-energy.com,Information Technology,"Teacher, adult education",2020-05-28,,FTE,on_leave
E00016,Sophia Ford,sophia.ford@meridian-energy.com,Operations,"Administrator, arts",2012-03-13,,FTE,active
E00282,Jessica DDS,jessica.dds@meridian-energy.com,Operations,"Therapist, occupational",2026-08-04,,FTE,active
E00944,Jessica Robinson,jessica.robinson@meridian-energy.com,Sales & Key Accounts,Technical sales engineer,2015-08-08,,FTE,active
E00447,Kimberly Lewis,kimberly.lewis@meridian-energy.com,Procurement,Location manager,2017-05-12,,FTE,active
E00257,Austin Thomas,austin.thomas@meridian-energy.com,Operations,Physiological scientist,2016-02-09,,FTE,active
E01117,Christopher Perez,christopher.perez@meridian-energy.com,Field Services,"Education officer, community",2020-05-23,,FTE,active
E00655,Elijah Phillips,elijah.phillips@meridian-energy.com,Human Resources,Tax adviser,2023-02-13,2026-12-07,Contractor,active
E00518,Roger Phillips,roger.phillips@meridian-energy.com,Human Resources,"Pharmacist, community",2019-09-16,,FTE,active
E00707,Paul Garner,paul.garner@meridian-energy.com, Field Services ,"Designer, fashion/clothing",2012-08-07,,Contractor,active
E01146,Misty Wall,misty.wall@meridian-energy.com,Operations,Museum/gallery conservator,2012-03-19,,FTE,active
E01079,James Adams,james.adams@meridian-energy.com,Operations,Clinical biochemist,2022-09-16,,FTE,active
E00658,Gregory Davidson,gregory.davidson@meridian-energy.com,Customer Care,Publishing copy,2012-04-21,,FTE,active
E00737,Matthew Vincent,matthew.vincent@meridian-energy.com,Operations,"Surveyor, mining",2025-07-20,,FTE,active
E00032,Michael Harvey,michael.harvey@meridian-energy.com,Operations,Clinical cytogeneticist,2013-11-18,,FTE,active
E00119,Mary Phillips,mary.phillips@meridian-energy.com,Field Services,"Psychologist, occupational",2021-05-21,,FTE,active
E00740,Greg Watson,greg.watson@meridian-energy.com,Operations,Advertising copywriter,2021-08-23,,FTE,active
